EDB;Year;Asset category;Asset class;Units;Quantity end;over_age;Average age;Grade 1;Grade 2;Five-year replacement;Grade unknown (proportion);Year unknown;Over ODV life;"ODV lives
value"
Wellington Electricity;2017;Distribution cables;Distribution Submarine Cable;km;0,3951397;0;22,0001;0;0;0;0;0;3;70
Wellington Electricity;2017;Distribution cables;Distribution UG PILC;km;1023,092;72,80675;44,95148;0,0007;0,0594;0;0;0;3,0412;70
Wellington Electricity;2017;Distribution cables;Distribution UG XLPE or PVC;km;142,67;10,37176;13,8487;0,0001;0,0014;0;0;0;3,6677;45
Wellington Electricity;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;1,880371;0;41,65658;0;0,3174;0,01;0;0;2,6832;60
Wellington Electricity;2017;Distribution lines;Distribution OH Open Wire Conductor;km;589,6417;3,476657;38,74448;0,0002;0,1655;0,01;0;0;2,9643;60
Wellington Electricity;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Wellington Electricity;2017;Distribution poles;Concrete poles / steel structure;No.;28828;1400;27,00791;0,001;0,0085;0,0166;0,017;0;3,615768;60
Wellington Electricity;2017;Distribution poles;Other pole types;No.;11;0;0,9090909;0;0;0;0;0;;60
Wellington Electricity;2017;Distribution poles;Wood poles;No.;8962;4041,8;38,64963;0,0111;0,107;0,1831;0,0694;0;3,035353;45
Wellington Electricity;2017;Distribution substations;Ground Mounted Substation Housing;No.;507;;41,34911;0,0066;0,0099;0,03;0;0;3,1831;
Wellington Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;944;268,2;28,69174;0,011;0,0345;0,1883;0;0;3,2071;45
Wellington Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;17;1;9,941176;0,08;0,12;0,16;0;0;3,4;40
Wellington Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;1922;530,8;25,06556;0,0132;0,0655;0,0446;0;0;3,2011;40
Wellington Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;382;238,2;35,04712;0,0585;0,1515;0,05;0;0;2,8485;35
Wellington Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;2591;1454,8;34,29718;0,0392;0,2873;0,04;0;0;2,9414;35
Wellington Electricity;2017;Distribution transformers;Ground Mounted Transformer;No.;2504;776,9;30,59625;0,0114;0,0213;0,03;0;0;3,2142;45
Wellington Electricity;2017;Distribution transformers;Pole Mounted Transformer;No.;1803;625,5;29,92235;0,0088;0,0143;0,0302;0;0;3,4924;45
Wellington Electricity;2017;Distribution transformers;Voltage regulators;No.;0;0;;0;0;0;0;0;;45
Wellington Electricity;2017;LV cables;LV UG Cable;km;1662,844;23,47411;36,50421;0,011;0,0272;0,02;0;0;3,2598;70
Wellington Electricity;2017;LV lines;LV OH Conductor;km;1086,045;142,8357;47,33627;0,0022;0,1419;0,01;0;0;2,9188;60
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;48,14293;0;51,393;0,0225;0,0339;0,0564;0;0;2,9211;70
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;50,32624;0;43,94724;0;0,2327;0;0;0;2,7673;70
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;7,029825;0;43,4655;0;0,2926;0;0;0;2,7074;70
Wellington Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;32,80499;0,4861915;9,369722;0;0;0;0;0;3,9525;45
Wellington Electricity;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Wellington Electricity;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Wellington Electricity;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;57,06298;0;40,90958;0;0,0579;0,01;0;0;2,9546;60
Wellington Electricity;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;0;0;;0;1;1;0;0;2;45
Wellington Electricity;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;2;0;22;0;0;0;0;0;;40
Wellington Electricity;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;356;240,4;36,76685;0;0,038;0,038;0;0;3,2827;35
Wellington Electricity;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
Wellington Electricity;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Wellington Electricity;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Wellington Electricity;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;0;0;;0;0;0;0;0;3,5;35
Wellington Electricity;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Wellington Electricity;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Wellington Electricity;2017;Zone substation transformers;Zone Substation Transformers;No.;52;43,4;47,96154;0,0385;0,1538;0,0385;0;0;2,7692;40
Westpower;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Westpower;2017;Distribution cables;Distribution UG PILC;km;7,847;0;35,01571;0;0,03902;0;0,08145;0,163;2,970486;70
Westpower;2017;Distribution cables;Distribution UG XLPE or PVC;km;62,069;0,9661;17,01918;0;0,00967;0;0,55252;4,433;3,417806;45
Westpower;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;1;0;10;0;0;0;0;0;4;60
Westpower;2017;Distribution lines;Distribution OH Open Wire Conductor;km;1500,52;25,176;26,16529;0,00017;0,03162;0;0,47419;11,64;3,656986;60
Westpower;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Westpower;2017;Distribution poles;Concrete poles / steel structure;No.;14204;117,2;21,81263;0,00013;0,009;0;0,00854;1283;3,831007;60
Westpower;2017;Distribution poles;Other pole types;No.;0;0;;0;0;0;0;0;;60
Westpower;2017;Distribution poles;Wood poles;No.;5927;640,1;26,35281;0,02056;0,14576;0;0,03154;1443;3,304742;45
Westpower;2017;Distribution substations;Ground Mounted Substation Housing;No.;0;;;0;0;0;0;0;;
Westpower;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Westpower;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;76;0;7,842105;0;0;0;0;0;3,75;40
Westpower;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;53;5,6;14,66038;0;0,1;0;0;0;3,3;40
Westpower;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;0;0;;0;0;0;0;0;;35
Westpower;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;681;22,6;12,87665;0;0,1;0,1;0;0;3,05;35
Westpower;2017;Distribution transformers;Ground Mounted Transformer;No.;305;6,8;15,98535;0;0,0623;0;0,10491;32;3,597057;45
Westpower;2017;Distribution transformers;Pole Mounted Transformer;No.;2170;74,6;15,6922;0,00231;0,06685;0;0,04426;94;3,598636;45
Westpower;2017;Distribution transformers;Voltage regulators;No.;4;1,3;30,75;0;0,25;0;0;0;3;45
Westpower;2017;LV cables;LV UG Cable;km;191,818;0;14,20687;0;0,0006;0;0,38434;131,477;3,249618;70
Westpower;2017;LV lines;LV OH Conductor;km;196,224;1,2486;24,35245;0;0,02482;0;0,4782;91,669;3,612227;60
Westpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Westpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Westpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Westpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Westpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Westpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Westpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0;0;;0;0;0;0;0;;70
Westpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;0,456;0;;0;0;0;0;0,456;4;45
Westpower;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Westpower;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;8,893;0;9,999814;0;0;0;0;0;3;60
Westpower;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;323,001;13,258;28,21472;0;0;0;0,24223;0,35;3,609657;60
Westpower;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;1;0;11;0;0;0;0;0;;45
Westpower;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;26;0;14,57692;0;0;0;0;0;3;40
Westpower;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;53;0;11,11321;0;0;0;0;0;3,1;35
Westpower;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;16;0;8,4375;0;0,2;0,2;0;0;3,1;35
Westpower;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Westpower;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Westpower;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;65;0,9;16,73846;0;0;0;0;0;3;35
Westpower;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Westpower;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;15;0;13,2;0;0;0;0;0;3,15;40
Westpower;2017;Zone substation transformers;Zone Substation Transformers;No.;25;5,4;27,8;0;0;0;0;0;3,2;40
Industry;2017;Distribution cables;Distribution UG PILC;km;6775,384526;162,175114;37,04540513;0,003140549;0,016353733;0,0090477;0,005255332;12,66818994;3,526570903;
Industry;2017;Distribution cables;Distribution UG XLPE or PVC;km;8521,38212;246,791772;14,58063379;0,005321333;0,010560823;0,008563562;0,024411147;29,28869101;3,748423054;
Industry;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;14,930581;0,1542704;33,97033683;0;0,039973646;0,001259409;0;0;3,834161006;
Industry;2017;Distribution lines;Distribution OH Open Wire Conductor;km;71720,82374;5606,331772;35,49474149;0,06258115;0,034794377;0,052372399;0,087484843;243,9047722;3,083979539;
Industry;2017;Distribution lines;SWER conductor;km;3272,9754;571,4392259;41,45234908;0,033026683;0,13748378;0,034377983;0,096077535;4,98204991;3,060658649;
Industry;2017;Distribution poles;Concrete poles / steel structure;No.;962536;52141,2;33,10537677;0,00710852;0,020152044;0,032351244;0,039504029;28134;3,47712942;
Industry;2017;Distribution poles;Other pole types;No.;8807;858,4;40,44389512;0,001709186;0,038995566;0,086012213;0,43204418;256;3,426436691;
Industry;2017;Distribution poles;Wood poles;No.;385888;102276,8;31,20574795;0,033590738;0,085581255;0,108696028;0,074680352;15437;3,242754399;
Industry;2017;Distribution substations;Ground Mounted Substation Housing;No.;27562;0;28,33141268;0,027895646;0,031696809;0,033736551;0,000881245;134;3,372119312;
Industry;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;3012;733,7;28,95242222;0,021392098;0,133493659;0,199624986;0;9;3,264908818;
Industry;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;3165;198,8;11,71611097;0,011617876;0,026241556;0,064013433;0,032028473;17;3,542337291;
Industry;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;21734;3337,6;19,8633582;0,037639695;0,02799664;0,055155588;0,017690954;213;3,402825856;
Industry;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;8338;3202;27,44892514;0,080607104;0,023812192;0,071906112;0,008263373;111;2,880903565;
Industry;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;178444;44312,1;21,51751326;0,02317519;0,062633605;0,0745766;0,065188378;12619;3,184168995;
Industry;2017;Distribution transformers;Ground Mounted Transformer;No.;51505;6153,5;21,91514409;0,019166939;0,025177441;0,054480634;0,013644086;190;3,533801932;
Industry;2017;Distribution transformers;Pole Mounted Transformer;No.;134397;21401,6;24,49564803;0,021974905;0,043198532;0,062494261;0,051141361;629;3,356443389;
Industry;2017;Distribution transformers;Voltage regulators;No.;601;41;14,26955145;0,007225291;0,039787687;0,036890516;0,052911814;6;3,226234072;
Industry;2017;LV cables;LV UG Cable;km;26725,31193;57,3598776;25,28949808;0,003150124;0,009276283;0,009490428;0,036185148;298,9330534;3,619149582;
Industry;2017;LV lines;LV OH Conductor;km;24140,63088;1483,599931;38,0819575;0,043878672;0,036711616;0,019356186;0,062362759;1192,20325;3,237355057;
Industry;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;;;;;0;;
Industry;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;17,14233;0;43,97068;0;0;0;0;0;3,340709;
Industry;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0,0037003;0;34,70074;0;0;0;0;0;0;
Industry;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;30,40673;0;16,1460653;0;0;0;0;0;4;
Industry;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;89,56816;0;51,8804592;0,012093761;0,018221267;0,46858615;0;0;2,957591211;
Industry;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;299,33001;0;43,01497957;0;0,045903234;0,006779472;0;0;3,216685523;
Industry;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;111,8930489;9,670743;49,15874836;0;0,019460281;0,119480854;0;0,23043302;3,337431443;
Industry;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;1144,661573;17,4874608;12,42084067;0,001286605;0,004115308;0,002682664;0,00234325;8,54560021;3,813229299;
Industry;2017;Subtransmission cables;Subtransmission submarine cable;km;12,48393;0;32,02040402;0;0;0;0;0;3,911625292;
Industry;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;758,32296;127,420977;31,79316678;0;0,028183365;0;0;0;2,322519302;
Industry;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;9335,00855;985,6591874;36,49523904;0,029388782;0,046869916;0,045112948;0,081127083;130,6405892;3,144358968;
Industry;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;805;5,1;9,983852395;0;0,009582609;0,028426953;0;0;3,736980271;
Industry;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;1031;226;23,33656138;0,043154275;0,058677457;0,137931812;0;24;3,235081247;
Industry;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;5604;1858,4;23,75852001;0,025448561;0,077299762;0,172165895;0;30;3,360933713;
Industry;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;314;30,8;16,20382282;0,020063694;0,029499727;0,085146224;0;0;3,238973723;
Industry;2017;Zone substation switchgear;33kV RMU;No.;34;0;10,85294126;0;0;0;0;0;3,323529412;
Industry;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;224;45;21,14731825;0;0;0;0,049258929;0;0,809523768;
Industry;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;3653;1433,1;27,77517534;0,078371731;0,05435777;0,084234735;0,05466857;54;3,002313059;
Industry;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;56;0;9,750000179;0;0;0;0;0;1,428571429;
Industry;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;355;25;15,49014001;0,003961268;0,004788732;0,038732394;0;0;3,618432834;
Industry;2017;Zone substation transformers;Zone Substation Transformers;No.;1280;530,8;30,96739977;0,017636403;0,092322197;0,071179243;0;2;3,221342702;
