EDB;Year;Asset category;Asset class;Units;Quantity end;over_age;Average age;Grade 1;Grade 2;Five-year replacement;Grade unknown (proportion);Year unknown;Over ODV life;"ODV lives
value"
Orion NZ;2017;Distribution transformers;Ground Mounted Transformer;No.;5049;1183,4;27,7144;0;0;0,10315534;0;0;3,848908;45
Orion NZ;2017;Distribution transformers;Pole Mounted Transformer;No.;6429;994,2;25,93389;0;0;0,0530504;0;0;3,920295;45
Orion NZ;2017;Distribution transformers;Voltage regulators;No.;15;3,3;24,73333;0;0,06666667;0;0;0;3,6;45
Orion NZ;2017;LV cables;LV UG Cable;km;2974,373;2,358516;24,06859;0;0;0,01;0,00009858;0;3,998954;70
Orion NZ;2017;LV lines;LV OH Conductor;km;1804,461;17,37712;38,6664;0;0;0;0;305,33055;3,990644;60
Orion NZ;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Orion NZ;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Orion NZ;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Orion NZ;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Orion NZ;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Orion NZ;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;40,2754;0;40,99824;0;0;0;0;0;4;70
Orion NZ;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;2,4005;0;39,62148;0;0;0;0;0;4;70
Orion NZ;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;83,7459;0;6,842336;0;0;0;0;0;4;45
Orion NZ;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Orion NZ;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Orion NZ;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;524,429;48,06178;35,6967;0;0;0,02;0;0;3,817569;60
Orion NZ;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;25;0;9,84;0;0;0;0;0;4;45
Orion NZ;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;38;16,8;37,81579;0;0,16;0,02;0;0;3,365546;40
Orion NZ;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;762;269,1;23,16273;0;0;0,07;0;0;3,638999;35
Orion NZ;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
Orion NZ;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Orion NZ;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Orion NZ;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;339;155,3;27,68437;0;0;0;0;0;3,72449;35
Orion NZ;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Orion NZ;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;107;15;15,28037;0;0;0,1;0;0;3,907408;40
Orion NZ;2017;Zone substation transformers;Zone Substation Transformers;No.;85;34,6;31,21177;0,03809524;0,2;0;0;0;3,378641;40
OtagoNet;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Distribution cables;Distribution UG PILC;km;4,40201;0;16,37094;0;0;0;0,90595728;0;4;70
OtagoNet;2017;Distribution cables;Distribution UG XLPE or PVC;km;60,58247;0,523514;8,47706;0;0;0,05;0,61350754;2,36175;4;45
OtagoNet;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
OtagoNet;2017;Distribution lines;Distribution OH Open Wire Conductor;km;2400,608;182,0283;27,42214;0,08044893;0,15052351;0,1;0,07273698;49,18826;3,183369;60
OtagoNet;2017;Distribution lines;SWER conductor;km;914,5565;165,3747;35,55788;0,02679067;0,17420877;0,1;0,15158245;4,07257;3,453043;60
OtagoNet;2017;Distribution poles;Concrete poles / steel structure;No.;33360;4888,2;34,28664;0,02575014;0,04990107;0,05;0,20155585;832;3,561123;60
OtagoNet;2017;Distribution poles;Other pole types;No.;0;0;;0;0;0;0;0;;60
OtagoNet;2017;Distribution poles;Wood poles;No.;16213;4748,7;30,56688;0,0741027;0,23235446;0,15;0,23673364;393;3,011025;45
OtagoNet;2017;Distribution substations;Ground Mounted Substation Housing;No.;17;;5,294117;0;0;0;0;0;;
OtagoNet;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;0;0;0;0;0;4;45
OtagoNet;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;16;0;5;0;0,1765;0;0;0;3,5294;40
OtagoNet;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;41;0;6,4;0;0;0;0;1;3,6087;40
OtagoNet;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;0;0;;0;0;0;0;0;;35
OtagoNet;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;4853;2451,4;33,53235;0;0,2037;0,1;0;46;2,8437;35
OtagoNet;2017;Distribution transformers;Ground Mounted Transformer;No.;244;15,9;15,31967;0;0;0;0,87280702;0;4;45
OtagoNet;2017;Distribution transformers;Pole Mounted Transformer;No.;4052;1543,2;34,21304;0,01548725;0,00786276;0,025;0,76721468;1;2,923234;45
OtagoNet;2017;Distribution transformers;Voltage regulators;No.;41;2,3;10,73171;0;0;0;0;0;3,2941;45
OtagoNet;2017;LV cables;LV UG Cable;km;65,20163;0;10,36081;0;0;0;0,89420177;8,56645;4;70
OtagoNet;2017;LV lines;LV OH Conductor;km;525,0057;130,7997;49,60625;0,08979972;0,1711225;0,15;0;233,28828;3,317094;60
OtagoNet;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
OtagoNet;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;11,32746;0,039052;7,402525;0;0;0;0,15982541;0,34516;4;45
OtagoNet;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
OtagoNet;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;46,90612;37,52489;62,00009;0;0,45563549;0;0;0;2,611511;60
OtagoNet;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;659,1621;70,18082;38,07084;0,08391797;0,10590934;0,15;0,29573664;49,17421;3,325862;60
OtagoNet;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;7;0;9;0;0;0;0;0;4;45
OtagoNet;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;31;2,8;22;0;0,1515;0,0909;0;0;3,1515;40
OtagoNet;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;117;17;18,97436;0;0,0392;0;0;0;3,8628;35
OtagoNet;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;6;0;6,333333;0;0,1212;0,1667;0;0;2,9243;35
OtagoNet;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;4;40
OtagoNet;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
OtagoNet;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;196;71,3;29,28061;0;0,1;0,1111;0;0;2,9444;35
OtagoNet;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
OtagoNet;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;8;0;30,75;0;0;0;0;0;3;40
OtagoNet;2017;Zone substation transformers;Zone Substation Transformers;No.;48;18,8;30,20833;0;0,0851;0,0851;0;0;3,0426;40
Powerco;2017;Distribution cables;Distribution Submarine Cable;km;11,01322;0;22,04526;0;0;0;0;0;4;70
Powerco;2017;Distribution cables;Distribution UG PILC;km;208,9774;0;35,17104;0,048;0;0,048;0;0;3,789;70
Powerco;2017;Distribution cables;Distribution UG XLPE or PVC;km;1799,705;103,3623;21,08533;0,018;0;0,018;0;0;3,833;45
Powerco;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Powerco;2017;Distribution lines;Distribution OH Open Wire Conductor;km;14741,14;1300,05;38,24824;0,157;0,012;0,058;0;0;3,34;60
Powerco;2017;Distribution lines;SWER conductor;km;78,54975;0,2272416;33,52599;0;0;0;0;0;3,817;60
Powerco;2017;Distribution poles;Concrete poles / steel structure;No.;223957;5248,2;32,01981;0,014;0,019;0,028;0;0;3,833;60
Powerco;2017;Distribution poles;Other pole types;No.;4908;1,6;38,94723;0;0;0;0,738;0;4;60
Powerco;2017;Distribution poles;Wood poles;No.;36809;11336,8;35,88538;0,116;0,147;0,22;0;0;2,992;45
Powerco;2017;Distribution substations;Ground Mounted Substation Housing;No.;4135;;29,2503;0,006;0,013;0,036;0;0;3,813;
Powerco;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;397;115,1;33,11587;0,113;0,422;0,517;0;0;2,744;45
Powerco;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;614;26,6;9,820847;0;0,002;0,002;0;0;3,941942;40
Powerco;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;2214;155,4;14,10298;0,171;0,015;0,151;0;0;3,347;40
Powerco;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;2414;888,8;26,44035;0,109;0,011;0,089;0;0;3,263;35
Powerco;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;38516;12508,2;24,24852;0,018;0,026;0,073;0;0;3,608;35
Powerco;2017;Distribution transformers;Ground Mounted Transformer;No.;8173;805,8;22,02618;0,005;0,012;0,03;0;0;3,828;45
Powerco;2017;Distribution transformers;Pole Mounted Transformer;No.;26512;4618;25,04496;0,022;0,02;0,055;0;0;3,696697;45
Powerco;2017;Distribution transformers;Voltage regulators;No.;120;6,4;13,19167;0,036;0;0,027;0;0;3,803;45
Powerco;2017;LV cables;LV UG Cable;km;4113,341;0,3338886;26,42497;0;0;0,01;0;0;3,835;70
Powerco;2017;LV lines;LV OH Conductor;km;5404,581;330,3483;40,30285;0,01;0,014;0,024;0;0;3,69031;60
Powerco;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Powerco;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Powerco;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Powerco;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Powerco;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Powerco;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;18,62717;0;49,78673;0;0,086;0,086;0;0;3,655;70
Powerco;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;6,130888;0;35,53123;0;0;0;0;0;3,959;70
Powerco;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;139,6358;6,407642;15,69646;0;0;0;0;0;3,835;45
Powerco;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Powerco;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Powerco;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;1512,744;94,9118;36,95615;0,018;0,006;0,049;0;0;3,811;60
Powerco;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;119;0;8,781512;0;0,048;0,032;0;0;3,904;45
Powerco;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;192;55,4;26,63542;0;0,022;0,24;0;0;3,437;40
Powerco;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;805;303,1;25,1528;0;0,029;0,193;0;0;3,547;35
Powerco;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;50;3,6;12,66;0,036;0;0,036;0;0;3,749;35
Powerco;2017;Zone substation switchgear;33kV RMU;No.;6;0;13;0;0;0;0;0;3;40
Powerco;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;22;0,6;7,636364;0;0;0;0,087;0;4;35
Powerco;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;879;390,7;29,53129;0,179;0,049;0,156;0;0;3,009;35
Powerco;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Powerco;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;18;1,6;18,27778;0;0;0;0;0;3,632;40
Powerco;2017;Zone substation transformers;Zone Substation Transformers;No.;211;111,6;34,90047;0,052;0,016;0,079;0;0;3,288;40
Scanpower;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Distribution cables;Distribution UG PILC;km;3;0;32;0,15246824;0,21724641;0;0;0;2,477817;70
Scanpower;2017;Distribution cables;Distribution UG XLPE or PVC;km;12;0,3;11,33333;0,00797256;0,17585983;0;0;0;3,18513;45
Scanpower;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Scanpower;2017;Distribution lines;Distribution OH Open Wire Conductor;km;839;2,4;27,92968;0,124;0,199;0;0;0;2,8;60
Scanpower;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Scanpower;2017;Distribution poles;Concrete poles / steel structure;No.;7557;0;18,79349;0;0,01;0;0;3;3,55;60
Scanpower;2017;Distribution poles;Other pole types;No.;0;0;;0;0;0;0;0;;60
Scanpower;2017;Distribution poles;Wood poles;No.;4253;1238,2;39,29543;0,05;0,09;0;0,6;1193;2,725;45
Scanpower;2017;Distribution substations;Ground Mounted Substation Housing;No.;41;;34,70732;0,33;0,33;0,02;0;0;2,01;
Scanpower;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;1;0;1;0;0;1;45
Scanpower;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;34;0;10,85294;0;0;0;0;0;4;40
Scanpower;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;8;0;5,875;0;0;0;0;0;3,5;40
Scanpower;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;0;0;;0;0;0;0;0;;35
Scanpower;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;1603;302,9;22,47099;0,02;0,19;0;0;0;3,25;35
Scanpower;2017;Distribution transformers;Ground Mounted Transformer;No.;117;18,6;26,37607;0,08;0,17;0;0;0;3,17;45
Scanpower;2017;Distribution transformers;Pole Mounted Transformer;No.;1298;413,9;30,63174;0,19;0,37;0;0;0;2,45;45
Scanpower;2017;Distribution transformers;Voltage regulators;No.;1;0;15;0;0;0;0;0;4;45
Scanpower;2017;LV cables;LV UG Cable;km;74;0;20,56757;0,008;0,222;0;0;0;3,222;70
Scanpower;2017;LV lines;LV OH Conductor;km;119;0;29,76471;0,08;0,52;0;0;0;2,49;60
Scanpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Scanpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;0;0;;0;0;0;0;0;;45
Scanpower;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Scanpower;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Scanpower;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;0;0;;0;0;0;0;0;;60
Scanpower;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Scanpower;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Scanpower;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;0;0;;0;0;0;0;0;;35
Scanpower;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
Scanpower;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Scanpower;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Scanpower;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;0;0;;0;0;0;0;0;;35
Scanpower;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Scanpower;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Scanpower;2017;Zone substation transformers;Zone Substation Transformers;No.;0;0;;0;0;0;0;0;;40
The Lines Company;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Distribution cables;Distribution UG PILC;km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Distribution cables;Distribution UG XLPE or PVC;km;127,6559;10,4547;22,41437;0,00342242;0,02013497;0,04016479;0,83918576;0,34;3,295085;45
The Lines Company;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
The Lines Company;2017;Distribution lines;Distribution OH Open Wire Conductor;km;2217,489;314,6897;42,47017;0,00273659;0,10504772;0,02586074;0,2;26,03447;2,873389;60
The Lines Company;2017;Distribution lines;SWER conductor;km;867,6481;239,9425;49,06933;0,00099092;0,22839465;0;0,2;0;2,720773;60
The Lines Company;2017;Distribution poles;Concrete poles / steel structure;No.;21403;3039,8;36,43578;0,00544345;0,00839981;0,05889254;0,13984045;0;3,132951;60
The Lines Company;2017;Distribution poles;Other pole types;No.;0;0;;0;0;0;0;0;;60
The Lines Company;2017;Distribution poles;Wood poles;No.;12957;4581,5;36,0575;0,01906615;0,01992218;0,0807393;0,43190661;0;3,036575;45
The Lines Company;2017;Distribution substations;Ground Mounted Substation Housing;No.;9;;8,777778;0;0;0;0;0;3,555556;
The Lines Company;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;3;0;5;0;0;0;0;0;4;45
The Lines Company;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;240;78,8;23,55833;0;0,01408451;0,03286385;0,22065728;0;3,391566;40
The Lines Company;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;268;17,4;13,85448;0;0;0;0;0;3,365854;40
The Lines Company;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;15;3;11,6;0;0;0;0;0;3,6;35
The Lines Company;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;7570;2716,5;25,89617;0;0,08167041;0,00858993;0,04902868;0;3,128127;35
The Lines Company;2017;Distribution transformers;Ground Mounted Transformer;No.;550;30,1;19,19455;0,00378788;0;0,02840909;0;0;3,138258;45
The Lines Company;2017;Distribution transformers;Pole Mounted Transformer;No.;4883;324,9;22,3848;0,00191857;0,01087188;0,0123641;0,12492006;0;3,14933;45
The Lines Company;2017;Distribution transformers;Voltage regulators;No.;38;4;13,18421;0;0,03;0;0;0;3,25;45
The Lines Company;2017;LV cables;LV UG Cable;km;179,3322;0;34,06375;0;0,00666229;0,00666229;0,93774626;48,24611;3,218399;70
The Lines Company;2017;LV lines;LV OH Conductor;km;449,3779;41,37817;34,26756;0;0,08962048;0;0,4;0,176;2,86336;60
The Lines Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
The Lines Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;2,336;0,123;14,74313;0;0;0;0,32919521;0;3,400128;45
The Lines Company;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
The Lines Company;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
The Lines Company;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;502,7502;118,7943;45,95971;0;0,25672459;0,0619113;0,11766297;10,02819;2,710742;60
The Lines Company;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
The Lines Company;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;60;7;13,03333;0,0877193;0;0,12280702;0;0;3,122807;40
The Lines Company;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;75;34,3;26,88;0,19178082;0;0,15068493;0;0;2,849315;35
The Lines Company;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;75;15,9;18,66667;0;0;0;0;0;3,189189;35
The Lines Company;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
The Lines Company;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
The Lines Company;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;199;82,6;28,42211;0,01010101;0,15656566;0;0;0;2,969697;35
The Lines Company;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
The Lines Company;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
The Lines Company;2017;Zone substation transformers;Zone Substation Transformers;No.;38;15,4;30,21053;0;0,05555556;0,08333333;0;0;3,027778;40
The Power Company;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
The Power Company;2017;Distribution cables;Distribution UG PILC;km;41,21778;0;26,99617;0;0,02;0,02;0,2;3,57211;3,0375;70
The Power Company;2017;Distribution cables;Distribution UG XLPE or PVC;km;103,046;4,732285;17,05772;0;0;0;0,2;9,78473;3,0625;45
The Power Company;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0,01;0,04;0,1;0,2;0;2,9875;60
The Power Company;2017;Distribution lines;Distribution OH Open Wire Conductor;km;6751,344;162,5844;36,34316;0,01;0,04;0,1;0,2;39,65948;2,9875;60
The Power Company;2017;Distribution lines;SWER conductor;km;5,00427;0;49,29178;0,01;0,04;0,05;0,2;0;2,9875;60
The Power Company;2017;Distribution poles;Concrete poles / steel structure;No.;88563;1811,2;39,33088;0;0,05;0,05;0,2;507;3;60
The Power Company;2017;Distribution poles;Other pole types;No.;0;0;;0;0,05;0,05;0,2;0;3;60
The Power Company;2017;Distribution poles;Wood poles;No.;20443;4173,1;29,04261;0;0,05;0,15;0,2;164;3;45
The Power Company;2017;Distribution substations;Ground Mounted Substation Housing;No.;0;;;0;0;0;0;0;;
The Power Company;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;4;0,3;20;0;0;0;0;1;;45
The Power Company;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;34;0;12,9697;0;0,03;0,03;0;1;3,02;40
The Power Company;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;77;0,8;12,14286;0;0,03;0,05;0;0;3;40
The Power Company;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;0;0;;0;0;0;0;0;;35
The Power Company;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;13401;504,1;11,59618;0,01;0,06;0,07;0,2;6482;2,975;35
The Power Company;2017;Distribution transformers;Ground Mounted Transformer;No.;623;38,6;18,96602;0;0,01;0,1;0;5;3,02;45
The Power Company;2017;Distribution transformers;Pole Mounted Transformer;No.;10428;676,9;21,04349;0;0,03;0,1;0,2;34;3;45
The Power Company;2017;Distribution transformers;Voltage regulators;No.;71;1;9,957747;0;0,05;0,05;0;0;3;45
The Power Company;2017;LV cables;LV UG Cable;km;225,4815;0;24,64893;0,01;0,04;0,05;0,2;4,88479;2,9875;70
The Power Company;2017;LV lines;LV OH Conductor;km;841,9086;15,54838;37,58286;0,01;0,04;0,05;0,2;4,46355;2,9875;60
The Power Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
The Power Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
The Power Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
The Power Company;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
The Power Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
The Power Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
The Power Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0,81257;0;31,84033;0;0;0;0;0,12573;3;70
The Power Company;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;10,37285;0,033399;11,24752;0;0;0;0;2,89883;3;45
The Power Company;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
The Power Company;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
